  0.20000000E-07  0.79166485E+07  0.20398955E-07
  0.20797910E-07  0.78970885E+07  0.21212782E-07
  0.21627653E-07  0.78582080E+07  0.22059076E-07
  0.22490499E-07  0.78002927E+07  0.22939134E-07
  0.23387769E-07  0.77237667E+07  0.23854302E-07
  0.24320836E-07  0.76291872E+07  0.24805982E-07
  0.25291128E-07  0.75172373E+07  0.25795629E-07
  0.26300130E-07  0.73887185E+07  0.26824759E-07
  0.27349387E-07  0.72445406E+07  0.27894946E-07
  0.28440505E-07  0.70857112E+07  0.29007829E-07
  0.29575153E-07  0.69133241E+07  0.30165111E-07
  0.30755068E-07  0.67285464E+07  0.31368563E-07
  0.31982057E-07  0.65326059E+07  0.32620027E-07
  0.33257997E-07  0.63267771E+07  0.33921420E-07
  0.34584842E-07  0.61123678E+07  0.35274732E-07
  0.35964622E-07  0.58907053E+07  0.36682035E-07
  0.37399448E-07  0.56631229E+07  0.38145483E-07
  0.38891518E-07  0.54309467E+07  0.39667316E-07
  0.40443115E-07  0.51954834E+07  0.41249864E-07
  0.42056613E-07  0.49580084E+07  0.42895548E-07
  0.43734483E-07  0.47197546E+07  0.44606888E-07
  0.45479292E-07  0.44819030E+07  0.46386502E-07
  0.47293711E-07  0.42455734E+07  0.48237115E-07
  0.49180518E-07  0.40118171E+07  0.50161559E-07
  0.51142599E-07  0.37816103E+07  0.52162779E-07
  0.53182959E-07  0.35558488E+07  0.54243839E-07
  0.55304720E-07  0.33353442E+07  0.56407925E-07
  0.57511129E-07  0.31208214E+07  0.58658347E-07
  0.59805565E-07  0.29129165E+07  0.60998551E-07
  0.62191538E-07  0.27121770E+07  0.63432119E-07
  0.64672701E-07  0.25190622E+07  0.65962776E-07
  0.67252851E-07  0.23339450E+07  0.68594394E-07
  0.69935937E-07  0.21571146E+07  0.71331002E-07
  0.72726066E-07  0.19887797E+07  0.74176788E-07
  0.75627509E-07  0.18290729E+07  0.77136108E-07
  0.78644707E-07  0.16780551E+07  0.80213492E-07
  0.81782277E-07  0.15357209E+07  0.83413649E-07
  0.85045022E-07  0.14020040E+07  0.86741479E-07
  0.88437936E-07  0.12767829E+07  0.90202074E-07
  0.91966212E-07  0.11598872E+07  0.93800731E-07
  0.95635250E-07  0.10511031E+07  0.97542958E-07
  0.99450666E-07  0.95017967E+06  0.10143448E-06
  0.10341830E-06  0.85683466E+06  0.10548126E-06
  0.10754423E-06  0.77076004E+06  0.10968949E-06
  0.11183476E-06  0.69162746E+06  0.11406561E-06
  0.11629646E-06  0.61909333E+06  0.11861631E-06
  0.12093617E-06  0.55280365E+06  0.12334857E-06
  0.12576098E-06  0.49239830E+06  0.12826962E-06
  0.13077827E-06  0.43751511E+06  0.13338701E-06
  0.13599574E-06  0.38779342E+06  0.13870855E-06
  0.14142136E-06  0.34287726E+06  0.14424239E-06
  0.14706343E-06  0.30241812E+06  0.14999702E-06
  0.15293060E-06  0.26607728E+06  0.15598122E-06
  0.15903185E-06  0.23352784E+06  0.16220417E-06
  0.16537650E-06  0.20445625E+06  0.16867539E-06
  0.17197428E-06  0.17856362E+06  0.17540478E-06
  0.17883528E-06  0.15556663E+06  0.18240264E-06
  0.18597000E-06  0.13519816E+06  0.18967969E-06
  0.19338937E-06  0.11720766E+06  0.19724705E-06
  0.20110474E-06  0.10136128E+06  0.20511632E-06
  0.20912791E-06  0.87441787E+05  0.21329954E-06
  0.21747117E-06  0.75248326E+05  0.22180923E-06
  0.22614730E-06  0.64595985E+05  0.23065843E-06
  0.23516956E-06  0.55315276E+05  0.23986066E-06
  0.24455176E-06  0.47251490E+05  0.24943002E-06
  0.25430828E-06  0.40263989E+05  0.25938116E-06
  0.26445404E-06  0.34225434E+05  0.26972930E-06
  0.27500456E-06  0.29020975E+05  0.28049028E-06
  0.28597601E-06  0.24547423E+05  0.29168059E-06
  0.29738516E-06  0.20712412E+05  0.30331733E-06
  0.30924949E-06  0.17433570E+05  0.31541833E-06
  0.32158716E-06  0.14637700E+05  0.32800210E-06
  0.33441704E-06  0.12259993E+05  0.34108791E-06
  0.34775878E-06  0.10243266E+05  0.35469578E-06
  0.36163279E-06  0.85372419E+04  0.36884655E-06
  0.37606031E-06  0.70978624E+04  0.38356187E-06
  0.39106342E-06  0.58866530E+04  0.39886426E-06
  0.40666510E-06  0.48701257E+04  0.41477715E-06
  0.42288920E-06  0.40192291E+04  0.43132489E-06
  0.43976058E-06  0.33088436E+04  0.44853282E-06
  0.45730505E-06  0.27173187E+04  0.46642726E-06
  0.47554947E-06  0.22260544E+04  0.48503561E-06
  0.49452175E-06  0.18191221E+04  0.50438635E-06
  0.51425095E-06  0.14829237E+04  0.52450910E-06
  0.53476725E-06  0.12058870E+04  0.54543465E-06
  0.55610205E-06  0.97819471E+03  0.56719504E-06
  0.57828803E-06  0.79154364E+03  0.58982357E-06
  0.60135912E-06  0.63893296E+03  0.61335488E-06
  0.62535064E-06  0.51447774E+03  0.63782498E-06
  0.65029932E-06  0.41324609E+03  0.66327133E-06
  0.67624334E-06  0.33111723E+03  0.68973287E-06
  0.70322241E-06  0.26465840E+03  0.71725011E-06
  0.73127782E-06  0.21101847E+03  0.74586517E-06
  0.76045251E-06  0.16783638E+03  0.77562183E-06
  0.79079115E-06  0.13316271E+03  0.80656565E-06
  0.82234016E-06  0.10539257E+03  0.83874400E-06
  0.85514783E-06  0.83208607E+02  0.87220611E-06
  0.88926439E-06  0.65532596E+02  0.90700321E-06
  0.92474204E-06  0.51484602E+02  0.94318856E-06
  0.96163508E-06  0.40348577E+02  0.98081754E-06
